Username,Email,Role,Password
stud_class_4_d_14,student_class_4_d_14@school.com,student,student123
stud_class_4_d_15,student_class_4_d_15@school.com,student,student123
stud_class_4_d_16,student_class_4_d_16@school.com,student,student123
stud_class_4_d_17,student_class_4_d_17@school.com,student,student123
stud_class_4_d_18,student_class_4_d_18@school.com,student,student123
stud_class_4_d_19,student_class_4_d_19@school.com,student,student123
stud_class_4_d_2,student_class_4_d_2@school.com,student,student123
stud_class_4_d_20,student_class_4_d_20@school.com,student,student123
stud_class_4_d_3,student_class_4_d_3@school.com,student,student123
stud_class_4_d_4,student_class_4_d_4@school.com,student,student123
stud_class_4_d_5,student_class_4_d_5@school.com,student,student123
stud_class_4_d_6,student_class_4_d_6@school.com,student,student123
stud_class_4_d_7,student_class_4_d_7@school.com,student,student123
stud_class_4_d_8,student_class_4_d_8@school.com,student,student123
stud_class_4_d_9,student_class_4_d_9@school.com,student,student123
stud_class_4_e_1,student_class_4_e_1@school.com,student,student123
stud_class_4_e_10,student_class_4_e_10@school.com,student,student123
stud_class_4_e_11,student_class_4_e_11@school.com,student,student123
stud_class_4_e_12,student_class_4_e_12@school.com,student,student123
stud_class_4_e_13,student_class_4_e_13@school.com,student,student123
stud_class_4_e_14,student_class_4_e_14@school.com,student,student123
stud_class_4_e_15,student_class_4_e_15@school.com,student,student123
stud_class_4_e_16,student_class_4_e_16@school.com,student,student123
stud_class_4_e_17,student_class_4_e_17@school.com,student,student123
stud_class_4_e_18,student_class_4_e_18@school.com,student,student123
stud_class_4_e_19,student_class_4_e_19@school.com,student,student123
stud_class_4_e_2,student_class_4_e_2@school.com,student,student123
stud_class_4_e_20,student_class_4_e_20@school.com,student,student123
stud_class_4_e_3,student_class_4_e_3@school.com,student,student123
stud_class_4_e_4,student_class_4_e_4@school.com,student,student123
stud_class_4_e_5,student_class_4_e_5@school.com,student,student123
stud_class_4_e_6,student_class_4_e_6@school.com,student,student123
stud_class_4_e_7,student_class_4_e_7@school.com,student,student123
stud_class_4_e_8,student_class_4_e_8@school.com,student,student123
stud_class_4_e_9,student_class_4_e_9@school.com,student,student123
stud_class_5_a_1,student_class_5_a_1@school.com,student,student123
stud_class_5_a_10,student_class_5_a_10@school.com,student,student123
stud_class_5_a_11,student_class_5_a_11@school.com,student,student123
stud_class_5_a_12,student_class_5_a_12@school.com,student,student123
stud_class_5_a_13,student_class_5_a_13@school.com,student,student123
stud_class_5_a_14,student_class_5_a_14@school.com,student,student123
stud_class_5_a_15,student_class_5_a_15@school.com,student,student123
stud_class_5_a_16,student_class_5_a_16@school.com,student,student123
stud_class_5_a_17,student_class_5_a_17@school.com,student,student123
stud_class_5_a_18,student_class_5_a_18@school.com,student,student123
stud_class_5_a_19,student_class_5_a_19@school.com,student,student123
stud_class_5_a_2,student_class_5_a_2@school.com,student,student123
stud_class_5_a_20,student_class_5_a_20@school.com,student,student123
stud_class_5_a_3,student_class_5_a_3@school.com,student,student123
stud_class_5_a_4,student_class_5_a_4@school.com,student,student123
stud_class_5_a_5,student_class_5_a_5@school.com,student,student123
stud_class_5_a_6,student_class_5_a_6@school.com,student,student123
stud_class_5_a_7,student_class_5_a_7@school.com,student,student123
stud_class_5_a_8,student_class_5_a_8@school.com,student,student123
stud_class_5_a_9,student_class_5_a_9@school.com,student,student123
stud_class_5_b_1,student_class_5_b_1@school.com,student,student123
stud_class_5_b_10,student_class_5_b_10@school.com,student,student123
stud_class_5_b_11,student_class_5_b_11@school.com,student,student123
stud_class_5_b_12,student_class_5_b_12@school.com,student,student123
stud_class_5_b_13,student_class_5_b_13@school.com,student,student123
stud_class_5_b_14,student_class_5_b_14@school.com,student,student123
stud_class_5_b_15,student_class_5_b_15@school.com,student,student123
stud_class_5_b_16,student_class_5_b_16@school.com,student,student123
stud_class_5_b_17,student_class_5_b_17@school.com,student,student123
stud_class_5_b_18,student_class_5_b_18@school.com,student,student123
stud_class_5_b_19,student_class_5_b_19@school.com,student,student123
stud_class_5_b_2,student_class_5_b_2@school.com,student,student123
stud_class_5_b_20,student_class_5_b_20@school.com,student,student123
stud_class_5_b_3,student_class_5_b_3@school.com,student,student123
stud_class_5_b_4,student_class_5_b_4@school.com,student,student123
stud_class_5_b_5,student_class_5_b_5@school.com,student,student123
stud_class_5_b_6,student_class_5_b_6@school.com,student,student123
stud_class_5_b_7,student_class_5_b_7@school.com,student,student123
stud_class_5_b_8,student_class_5_b_8@school.com,student,student123
stud_class_5_b_9,student_class_5_b_9@school.com,student,student123
stud_class_5_c_1,student_class_5_c_1@school.com,student,student123
stud_class_5_c_10,student_class_5_c_10@school.com,student,student123
stud_class_5_c_11,student_class_5_c_11@school.com,student,student123
stud_class_5_c_12,student_class_5_c_12@school.com,student,student123
stud_class_5_c_13,student_class_5_c_13@school.com,student,student123
stud_class_5_c_14,student_class_5_c_14@school.com,student,student123
stud_class_5_c_15,student_class_5_c_15@school.com,student,student123
stud_class_5_c_16,student_class_5_c_16@school.com,student,student123
stud_class_5_c_17,student_class_5_c_17@school.com,student,student123
stud_class_5_c_18,student_class_5_c_18@school.com,student,student123
stud_class_5_c_19,student_class_5_c_19@school.com,student,student123
stud_class_5_c_2,student_class_5_c_2@school.com,student,student123
stud_class_5_c_20,student_class_5_c_20@school.com,student,student123
stud_class_5_c_3,student_class_5_c_3@school.com,student,student123
stud_class_5_c_4,student_class_5_c_4@school.com,student,student123
stud_class_5_c_5,student_class_5_c_5@school.com,student,student123
stud_class_5_c_6,student_class_5_c_6@school.com,student,student123
stud_class_5_c_7,student_class_5_c_7@school.com,student,student123
stud_class_5_c_8,student_class_5_c_8@school.com,student,student123
stud_class_5_c_9,student_class_5_c_9@school.com,student,student123
stud_class_5_d_1,student_class_5_d_1@school.com,student,student123
stud_class_5_d_10,student_class_5_d_10@school.com,student,student123
stud_class_5_d_11,student_class_5_d_11@school.com,student,student123
stud_class_5_d_12,student_class_5_d_12@school.com,student,student123
stud_class_5_d_13,student_class_5_d_13@school.com,student,student123
stud_class_5_d_14,student_class_5_d_14@school.com,student,student123
stud_class_5_d_15,student_class_5_d_15@school.com,student,student123
stud_class_5_d_16,student_class_5_d_16@school.com,student,student123
stud_class_5_d_17,student_class_5_d_17@school.com,student,student123
stud_class_5_d_18,student_class_5_d_18@school.com,student,student123
stud_class_5_d_19,student_class_5_d_19@school.com,student,student123
stud_class_5_d_2,student_class_5_d_2@school.com,student,student123
stud_class_5_d_20,student_class_5_d_20@school.com,student,student123
stud_class_5_d_3,student_class_5_d_3@school.com,student,student123
stud_class_5_d_4,student_class_5_d_4@school.com,student,student123
stud_class_5_d_5,student_class_5_d_5@school.com,student,student123
stud_class_5_d_6,student_class_5_d_6@school.com,student,student123
stud_class_5_d_7,student_class_5_d_7@school.com,student,student123
stud_class_5_d_8,student_class_5_d_8@school.com,student,student123
stud_class_5_d_9,student_class_5_d_9@school.com,student,student123
stud_class_5_e_1,student_class_5_e_1@school.com,student,student123
stud_class_5_e_10,student_class_5_e_10@school.com,student,student123
stud_class_5_e_11,student_class_5_e_11@school.com,student,student123
stud_class_5_e_12,student_class_5_e_12@school.com,student,student123
stud_class_5_e_13,student_class_5_e_13@school.com,student,student123
stud_class_5_e_14,student_class_5_e_14@school.com,student,student123
stud_class_5_e_15,student_class_5_e_15@school.com,student,student123
stud_class_5_e_16,student_class_5_e_16@school.com,student,student123
stud_class_5_e_17,student_class_5_e_17@school.com,student,student123
stud_class_5_e_18,student_class_5_e_18@school.com,student,student123
stud_class_5_e_19,student_class_5_e_19@school.com,student,student123
stud_class_5_e_2,student_class_5_e_2@school.com,student,student123
stud_class_5_e_20,student_class_5_e_20@school.com,student,student123
stud_class_5_e_3,student_class_5_e_3@school.com,student,student123
stud_class_5_e_4,student_class_5_e_4@school.com,student,student123
stud_class_5_e_5,student_class_5_e_5@school.com,student,student123
stud_class_5_e_6,student_class_5_e_6@school.com,student,student123
stud_class_5_e_7,student_class_5_e_7@school.com,student,student123
stud_class_5_e_8,student_class_5_e_8@school.com,student,student123
stud_class_5_e_9,student_class_5_e_9@school.com,student,student123
stud_class_6_a_1,student_class_6_a_1@school.com,student,student123
stud_class_6_a_10,student_class_6_a_10@school.com,student,student123
stud_class_6_a_11,student_class_6_a_11@school.com,student,student123
stud_class_6_a_12,student_class_6_a_12@school.com,student,student123
stud_class_6_a_13,student_class_6_a_13@school.com,student,student123
stud_class_6_a_14,student_class_6_a_14@school.com,student,student123
stud_class_6_a_15,student_class_6_a_15@school.com,student,student123
stud_class_6_a_16,student_class_6_a_16@school.com,student,student123
stud_class_6_a_17,student_class_6_a_17@school.com,student,student123
stud_class_6_a_18,student_class_6_a_18@school.com,student,student123
stud_class_6_a_19,student_class_6_a_19@school.com,student,student123
stud_class_6_a_2,student_class_6_a_2@school.com,student,student123
stud_class_6_a_20,student_class_6_a_20@school.com,student,student123
stud_class_6_a_3,student_class_6_a_3@school.com,student,student123
stud_class_6_a_4,student_class_6_a_4@school.com,student,student123
stud_class_6_a_5,student_class_6_a_5@school.com,student,student123
stud_class_6_a_6,student_class_6_a_6@school.com,student,student123
stud_class_6_a_7,student_class_6_a_7@school.com,student,student123
stud_class_6_a_8,student_class_6_a_8@school.com,student,student123
stud_class_6_a_9,student_class_6_a_9@school.com,student,student123
stud_class_6_b_1,student_class_6_b_1@school.com,student,student123
stud_class_6_b_10,student_class_6_b_10@school.com,student,student123
stud_class_6_b_11,student_class_6_b_11@school.com,student,student123
stud_class_6_b_12,student_class_6_b_12@school.com,student,student123
stud_class_6_b_13,student_class_6_b_13@school.com,student,student123
stud_class_6_b_14,student_class_6_b_14@school.com,student,student123
stud_class_6_b_15,student_class_6_b_15@school.com,student,student123
stud_class_6_b_16,student_class_6_b_16@school.com,student,student123
stud_class_6_b_17,student_class_6_b_17@school.com,student,student123
stud_class_6_b_18,student_class_6_b_18@school.com,student,student123
stud_class_6_b_19,student_class_6_b_19@school.com,student,student123
stud_class_6_b_2,student_class_6_b_2@school.com,student,student123
stud_class_6_b_20,student_class_6_b_20@school.com,student,student123
stud_class_6_b_3,student_class_6_b_3@school.com,student,student123
stud_class_6_b_4,student_class_6_b_4@school.com,student,student123
stud_class_6_b_5,student_class_6_b_5@school.com,student,student123
stud_class_6_b_6,student_class_6_b_6@school.com,student,student123
stud_class_6_b_7,student_class_6_b_7@school.com,student,student123
stud_class_6_b_8,student_class_6_b_8@school.com,student,student123
stud_class_6_b_9,student_class_6_b_9@school.com,student,student123
stud_class_6_c_1,student_class_6_c_1@school.com,student,student123
stud_class_6_c_10,student_class_6_c_10@school.com,student,student123
stud_class_6_c_11,student_class_6_c_11@school.com,student,student123
stud_class_6_c_12,student_class_6_c_12@school.com,student,student123
stud_class_6_c_13,student_class_6_c_13@school.com,student,student123
stud_class_6_c_14,student_class_6_c_14@school.com,student,student123
stud_class_6_c_15,student_class_6_c_15@school.com,student,student123
stud_class_6_c_16,student_class_6_c_16@school.com,student,student123
stud_class_6_c_17,student_class_6_c_17@school.com,student,student123
stud_class_6_c_18,student_class_6_c_18@school.com,student,student123
stud_class_6_c_19,student_class_6_c_19@school.com,student,student123
stud_class_6_c_2,student_class_6_c_2@school.com,student,student123
stud_class_6_c_20,student_class_6_c_20@school.com,student,student123
stud_class_6_c_3,student_class_6_c_3@school.com,student,student123
stud_class_6_c_4,student_class_6_c_4@school.com,student,student123
stud_class_6_c_5,student_class_6_c_5@school.com,student,student123
stud_class_6_c_6,student_class_6_c_6@school.com,student,student123
stud_class_6_c_7,student_class_6_c_7@school.com,student,student123
stud_class_6_c_8,student_class_6_c_8@school.com,student,student123
stud_class_6_c_9,student_class_6_c_9@school.com,student,student123
stud_class_6_d_1,student_class_6_d_1@school.com,student,student123
stud_class_6_d_10,student_class_6_d_10@school.com,student,student123
stud_class_6_d_11,student_class_6_d_11@school.com,student,student123
stud_class_6_d_12,student_class_6_d_12@school.com,student,student123
stud_class_6_d_13,student_class_6_d_13@school.com,student,student123
stud_class_6_d_14,student_class_6_d_14@school.com,student,student123
stud_class_6_d_15,student_class_6_d_15@school.com,student,student123
stud_class_6_d_16,student_class_6_d_16@school.com,student,student123
stud_class_6_d_17,student_class_6_d_17@school.com,student,student123
stud_class_6_d_18,student_class_6_d_18@school.com,student,student123
stud_class_6_d_19,student_class_6_d_19@school.com,student,student123
stud_class_6_d_2,student_class_6_d_2@school.com,student,student123
stud_class_6_d_20,student_class_6_d_20@school.com,student,student123
stud_class_6_d_3,student_class_6_d_3@school.com,student,student123
stud_class_6_d_4,student_class_6_d_4@school.com,student,student123
stud_class_6_d_5,student_class_6_d_5@school.com,student,student123
stud_class_6_d_6,student_class_6_d_6@school.com,student,student123
stud_class_6_d_7,student_class_6_d_7@school.com,student,student123
stud_class_6_d_8,student_class_6_d_8@school.com,student,student123
stud_class_6_d_9,student_class_6_d_9@school.com,student,student123
stud_class_6_e_1,student_class_6_e_1@school.com,student,student123
stud_class_6_e_10,student_class_6_e_10@school.com,student,student123
stud_class_6_e_11,student_class_6_e_11@school.com,student,student123
stud_class_6_e_12,student_class_6_e_12@school.com,student,student123
stud_class_6_e_13,student_class_6_e_13@school.com,student,student123
stud_class_6_e_14,student_class_6_e_14@school.com,student,student123
stud_class_6_e_15,student_class_6_e_15@school.com,student,student123
stud_class_6_e_16,student_class_6_e_16@school.com,student,student123
stud_class_6_e_17,student_class_6_e_17@school.com,student,student123
stud_class_6_e_18,student_class_6_e_18@school.com,student,student123
stud_class_6_e_19,student_class_6_e_19@school.com,student,student123
stud_class_6_e_2,student_class_6_e_2@school.com,student,student123
stud_class_6_e_20,student_class_6_e_20@school.com,student,student123
stud_class_6_e_3,student_class_6_e_3@school.com,student,student123
stud_class_6_e_4,student_class_6_e_4@school.com,student,student123
stud_class_6_e_5,student_class_6_e_5@school.com,student,student123
stud_class_6_e_6,student_class_6_e_6@school.com,student,student123
stud_class_6_e_7,student_class_6_e_7@school.com,student,student123
stud_class_6_e_8,student_class_6_e_8@school.com,student,student123
stud_class_6_e_9,student_class_6_e_9@school.com,student,student123
stud_class_7_a_1,student_class_7_a_1@school.com,student,student123
stud_class_7_a_10,student_class_7_a_10@school.com,student,student123
stud_class_7_a_11,student_class_7_a_11@school.com,student,student123
stud_class_7_a_12,student_class_7_a_12@school.com,student,student123
stud_class_7_a_13,student_class_7_a_13@school.com,student,student123
stud_class_7_a_14,student_class_7_a_14@school.com,student,student123
stud_class_7_a_15,student_class_7_a_15@school.com,student,student123
stud_class_7_a_16,student_class_7_a_16@school.com,student,student123
stud_class_7_a_17,student_class_7_a_17@school.com,student,student123
stud_class_7_a_18,student_class_7_a_18@school.com,student,student123
stud_class_7_a_19,student_class_7_a_19@school.com,student,student123
stud_class_7_a_2,student_class_7_a_2@school.com,student,student123
stud_class_7_a_20,student_class_7_a_20@school.com,student,student123
stud_class_7_a_3,student_class_7_a_3@school.com,student,student123
stud_class_7_a_4,student_class_7_a_4@school.com,student,student123
stud_class_7_a_5,student_class_7_a_5@school.com,student,student123
stud_class_7_a_6,student_class_7_a_6@school.com,student,student123
stud_class_7_a_7,student_class_7_a_7@school.com,student,student123
stud_class_7_a_8,student_class_7_a_8@school.com,student,student123
stud_class_7_a_9,student_class_7_a_9@school.com,student,student123
stud_class_7_b_1,student_class_7_b_1@school.com,student,student123
stud_class_7_b_10,student_class_7_b_10@school.com,student,student123
stud_class_7_b_11,student_class_7_b_11@school.com,student,student123
stud_class_7_b_12,student_class_7_b_12@school.com,student,student123
stud_class_7_b_13,student_class_7_b_13@school.com,student,student123
stud_class_7_b_14,student_class_7_b_14@school.com,student,student123
stud_class_7_b_15,student_class_7_b_15@school.com,student,student123
stud_class_7_b_16,student_class_7_b_16@school.com,student,student123
stud_class_7_b_17,student_class_7_b_17@school.com,student,student123
stud_class_7_b_18,student_class_7_b_18@school.com,student,student123
stud_class_7_b_19,student_class_7_b_19@school.com,student,student123
stud_class_7_b_2,student_class_7_b_2@school.com,student,student123
stud_class_7_b_20,student_class_7_b_20@school.com,student,student123
stud_class_7_b_3,student_class_7_b_3@school.com,student,student123
stud_class_7_b_4,student_class_7_b_4@school.com,student,student123
stud_class_7_b_5,student_class_7_b_5@school.com,student,student123
stud_class_7_b_6,student_class_7_b_6@school.com,student,student123
stud_class_7_b_7,student_class_7_b_7@school.com,student,student123
stud_class_7_b_8,student_class_7_b_8@school.com,student,student123
stud_class_7_b_9,student_class_7_b_9@school.com,student,student123
stud_class_7_c_1,student_class_7_c_1@school.com,student,student123
stud_class_7_c_10,student_class_7_c_10@school.com,student,student123
stud_class_7_c_11,student_class_7_c_11@school.com,student,student123
stud_class_7_c_12,student_class_7_c_12@school.com,student,student123
stud_class_7_c_13,student_class_7_c_13@school.com,student,student123
stud_class_7_c_14,student_class_7_c_14@school.com,student,student123
stud_class_7_c_15,student_class_7_c_15@school.com,student,student123
stud_class_7_c_16,student_class_7_c_16@school.com,student,student123
stud_class_7_c_17,student_class_7_c_17@school.com,student,student123
stud_class_7_c_18,student_class_7_c_18@school.com,student,student123
stud_class_7_c_19,student_class_7_c_19@school.com,student,student123
stud_class_7_c_2,student_class_7_c_2@school.com,student,student123
stud_class_7_c_20,student_class_7_c_20@school.com,student,student123
stud_class_7_c_3,student_class_7_c_3@school.com,student,student123
stud_class_7_c_4,student_class_7_c_4@school.com,student,student123
stud_class_7_c_5,student_class_7_c_5@school.com,student,student123
stud_class_7_c_6,student_class_7_c_6@school.com,student,student123
stud_class_7_c_7,student_class_7_c_7@school.com,student,student123
stud_class_7_c_8,student_class_7_c_8@school.com,student,student123
stud_class_7_c_9,student_class_7_c_9@school.com,student,student123
stud_class_7_d_1,student_class_7_d_1@school.com,student,student123
stud_class_7_d_10,student_class_7_d_10@school.com,student,student123
stud_class_7_d_11,student_class_7_d_11@school.com,student,student123
stud_class_7_d_12,student_class_7_d_12@school.com,student,student123
stud_class_7_d_13,student_class_7_d_13@school.com,student,student123
stud_class_7_d_14,student_class_7_d_14@school.com,student,student123
stud_class_7_d_15,student_class_7_d_15@school.com,student,student123
stud_class_7_d_16,student_class_7_d_16@school.com,student,student123
stud_class_7_d_17,student_class_7_d_17@school.com,student,student123
stud_class_7_d_18,student_class_7_d_18@school.com,student,student123
stud_class_7_d_19,student_class_7_d_19@school.com,student,student123
stud_class_7_d_2,student_class_7_d_2@school.com,student,student123
stud_class_7_d_20,student_class_7_d_20@school.com,student,student123
stud_class_7_d_3,student_class_7_d_3@school.com,student,student123
stud_class_7_d_4,student_class_7_d_4@school.com,student,student123
stud_class_7_d_5,student_class_7_d_5@school.com,student,student123
stud_class_7_d_6,student_class_7_d_6@school.com,student,student123
stud_class_7_d_7,student_class_7_d_7@school.com,student,student123
stud_class_7_d_8,student_class_7_d_8@school.com,student,student123
stud_class_7_d_9,student_class_7_d_9@school.com,student,student123
stud_class_7_e_1,student_class_7_e_1@school.com,student,student123
stud_class_7_e_10,student_class_7_e_10@school.com,student,student123
stud_class_7_e_11,student_class_7_e_11@school.com,student,student123
stud_class_7_e_12,student_class_7_e_12@school.com,student,student123
stud_class_7_e_13,student_class_7_e_13@school.com,student,student123
stud_class_7_e_14,student_class_7_e_14@school.com,student,student123
stud_class_7_e_15,student_class_7_e_15@school.com,student,student123
stud_class_7_e_16,student_class_7_e_16@school.com,student,student123
stud_class_7_e_17,student_class_7_e_17@school.com,student,student123
stud_class_7_e_18,student_class_7_e_18@school.com,student,student123
stud_class_7_e_19,student_class_7_e_19@school.com,student,student123
stud_class_7_e_2,student_class_7_e_2@school.com,student,student123
stud_class_7_e_20,student_class_7_e_20@school.com,student,student123
stud_class_7_e_3,student_class_7_e_3@school.com,student,student123
stud_class_7_e_4,student_class_7_e_4@school.com,student,student123
stud_class_7_e_5,student_class_7_e_5@school.com,student,student123
stud_class_7_e_6,student_class_7_e_6@school.com,student,student123
stud_class_7_e_7,student_class_7_e_7@school.com,student,student123
stud_class_7_e_8,student_class_7_e_8@school.com,student,student123
stud_class_7_e_9,student_class_7_e_9@school.com,student,student123
stud_class_8_a_1,student_class_8_a_1@school.com,student,student123
stud_class_8_a_10,student_class_8_a_10@school.com,student,student123
stud_class_8_a_11,student_class_8_a_11@school.com,student,student123
stud_class_8_a_12,student_class_8_a_12@school.com,student,student123
stud_class_8_a_13,student_class_8_a_13@school.com,student,student123
stud_class_8_a_14,student_class_8_a_14@school.com,student,student123
stud_class_8_a_15,student_class_8_a_15@school.com,student,student123
stud_class_8_a_16,student_class_8_a_16@school.com,student,student123
stud_class_8_a_17,student_class_8_a_17@school.com,student,student123
stud_class_8_a_18,student_class_8_a_18@school.com,student,student123
stud_class_8_a_19,student_class_8_a_19@school.com,student,student123
stud_class_8_a_2,student_class_8_a_2@school.com,student,student123
stud_class_8_a_20,student_class_8_a_20@school.com,student,student123
stud_class_8_a_3,student_class_8_a_3@school.com,student,student123
stud_class_8_a_4,student_class_8_a_4@school.com,student,student123
stud_class_8_a_5,student_class_8_a_5@school.com,student,student123
stud_class_8_a_6,student_class_8_a_6@school.com,student,student123
stud_class_8_a_7,student_class_8_a_7@school.com,student,student123
stud_class_8_a_8,student_class_8_a_8@school.com,student,student123
stud_class_8_a_9,student_class_8_a_9@school.com,student,student123
stud_class_8_b_1,student_class_8_b_1@school.com,student,student123
stud_class_8_b_10,student_class_8_b_10@school.com,student,student123
stud_class_8_b_11,student_class_8_b_11@school.com,student,student123
stud_class_8_b_12,student_class_8_b_12@school.com,student,student123
stud_class_8_b_13,student_class_8_b_13@school.com,student,student123
stud_class_8_b_14,student_class_8_b_14@school.com,student,student123
stud_class_8_b_15,student_class_8_b_15@school.com,student,student123
stud_class_8_b_16,student_class_8_b_16@school.com,student,student123
stud_class_8_b_17,student_class_8_b_17@school.com,student,student123
stud_class_8_b_18,student_class_8_b_18@school.com,student,student123
stud_class_8_b_19,student_class_8_b_19@school.com,student,student123
stud_class_8_b_2,student_class_8_b_2@school.com,student,student123
stud_class_8_b_20,student_class_8_b_20@school.com,student,student123
stud_class_8_b_3,student_class_8_b_3@school.com,student,student123
stud_class_8_b_4,student_class_8_b_4@school.com,student,student123
stud_class_8_b_5,student_class_8_b_5@school.com,student,student123
stud_class_8_b_6,student_class_8_b_6@school.com,student,student123
stud_class_8_b_7,student_class_8_b_7@school.com,student,student123
stud_class_8_b_8,student_class_8_b_8@school.com,student,student123
stud_class_8_b_9,student_class_8_b_9@school.com,student,student123
stud_class_8_c_1,student_class_8_c_1@school.com,student,student123
stud_class_8_c_10,student_class_8_c_10@school.com,student,student123
stud_class_8_c_11,student_class_8_c_11@school.com,student,student123
stud_class_8_c_12,student_class_8_c_12@school.com,student,student123
stud_class_8_c_13,student_class_8_c_13@school.com,student,student123
stud_class_8_c_14,student_class_8_c_14@school.com,student,student123
stud_class_8_c_15,student_class_8_c_15@school.com,student,student123
stud_class_8_c_16,student_class_8_c_16@school.com,student,student123
stud_class_8_c_17,student_class_8_c_17@school.com,student,student123
stud_class_8_c_18,student_class_8_c_18@school.com,student,student123
stud_class_8_c_19,student_class_8_c_19@school.com,student,student123
stud_class_8_c_2,student_class_8_c_2@school.com,student,student123
stud_class_8_c_20,student_class_8_c_20@school.com,student,student123
stud_class_8_c_3,student_class_8_c_3@school.com,student,student123
stud_class_8_c_4,student_class_8_c_4@school.com,student,student123
stud_class_8_c_5,student_class_8_c_5@school.com,student,student123
stud_class_8_c_6,student_class_8_c_6@school.com,student,student123
stud_class_8_c_7,student_class_8_c_7@school.com,student,student123
stud_class_8_c_8,student_class_8_c_8@school.com,student,student123
stud_class_8_c_9,student_class_8_c_9@school.com,student,student123
stud_class_8_d_1,student_class_8_d_1@school.com,student,student123
stud_class_8_d_10,student_class_8_d_10@school.com,student,student123
stud_class_8_d_11,student_class_8_d_11@school.com,student,student123
stud_class_8_d_12,student_class_8_d_12@school.com,student,student123
stud_class_8_d_13,student_class_8_d_13@school.com,student,student123
stud_class_8_d_14,student_class_8_d_14@school.com,student,student123
stud_class_8_d_15,student_class_8_d_15@school.com,student,student123
stud_class_8_d_16,student_class_8_d_16@school.com,student,student123
stud_class_8_d_17,student_class_8_d_17@school.com,student,student123
stud_class_8_d_18,student_class_8_d_18@school.com,student,student123
stud_class_8_d_19,student_class_8_d_19@school.com,student,student123
stud_class_8_d_2,student_class_8_d_2@school.com,student,student123
stud_class_8_d_20,student_class_8_d_20@school.com,student,student123
stud_class_8_d_3,student_class_8_d_3@school.com,student,student123
stud_class_8_d_4,student_class_8_d_4@school.com,student,student123
stud_class_8_d_5,student_class_8_d_5@school.com,student,student123
stud_class_8_d_6,student_class_8_d_6@school.com,student,student123
stud_class_8_d_7,student_class_8_d_7@school.com,student,student123
stud_class_8_d_8,student_class_8_d_8@school.com,student,student123
stud_class_8_d_9,student_class_8_d_9@school.com,student,student123
stud_class_8_e_1,student_class_8_e_1@school.com,student,student123
stud_class_8_e_10,student_class_8_e_10@school.com,student,student123
stud_class_8_e_11,student_class_8_e_11@school.com,student,student123
stud_class_8_e_12,student_class_8_e_12@school.com,student,student123
stud_class_8_e_13,student_class_8_e_13@school.com,student,student123
stud_class_8_e_14,student_class_8_e_14@school.com,student,student123
stud_class_8_e_15,student_class_8_e_15@school.com,student,student123
stud_class_8_e_16,student_class_8_e_16@school.com,student,student123
stud_class_8_e_17,student_class_8_e_17@school.com,student,student123
stud_class_8_e_18,student_class_8_e_18@school.com,student,student123
stud_class_8_e_19,student_class_8_e_19@school.com,student,student123
stud_class_8_e_2,student_class_8_e_2@school.com,student,student123
stud_class_8_e_20,student_class_8_e_20@school.com,student,student123
stud_class_8_e_3,student_class_8_e_3@school.com,student,student123
stud_class_8_e_4,student_class_8_e_4@school.com,student,student123
stud_class_8_e_5,student_class_8_e_5@school.com,student,student123
stud_class_8_e_6,student_class_8_e_6@school.com,student,student123
stud_class_8_e_7,student_class_8_e_7@school.com,student,student123
stud_class_8_e_8,student_class_8_e_8@school.com,student,student123
stud_class_8_e_9,student_class_8_e_9@school.com,student,student123
stud_class_9_a_1,student_class_9_a_1@school.com,student,student123
stud_class_9_a_10,student_class_9_a_10@school.com,student,student123
stud_class_9_a_11,student_class_9_a_11@school.com,student,student123
stud_class_9_a_12,student_class_9_a_12@school.com,student,student123
stud_class_9_a_13,student_class_9_a_13@school.com,student,student123
stud_class_9_a_14,student_class_9_a_14@school.com,student,student123
stud_class_9_a_15,student_class_9_a_15@school.com,student,student123
stud_class_9_a_16,student_class_9_a_16@school.com,student,student123
stud_class_9_a_17,student_class_9_a_17@school.com,student,student123
stud_class_9_a_18,student_class_9_a_18@school.com,student,student123
stud_class_9_a_19,student_class_9_a_19@school.com,student,student123
stud_class_9_a_2,student_class_9_a_2@school.com,student,student123
stud_class_9_a_20,student_class_9_a_20@school.com,student,student123
stud_class_9_a_3,student_class_9_a_3@school.com,student,student123
stud_class_9_a_4,student_class_9_a_4@school.com,student,student123
stud_class_9_a_5,student_class_9_a_5@school.com,student,student123
stud_class_9_a_6,student_class_9_a_6@school.com,student,student123
stud_class_9_a_7,student_class_9_a_7@school.com,student,student123
stud_class_9_a_8,student_class_9_a_8@school.com,student,student123
stud_class_9_a_9,student_class_9_a_9@school.com,student,student123
stud_class_9_b_1,student_class_9_b_1@school.com,student,student123
stud_class_9_b_10,student_class_9_b_10@school.com,student,student123
stud_class_9_b_11,student_class_9_b_11@school.com,student,student123
stud_class_9_b_12,student_class_9_b_12@school.com,student,student123
stud_class_9_b_13,student_class_9_b_13@school.com,student,student123
stud_class_9_b_14,student_class_9_b_14@school.com,student,student123
stud_class_9_b_15,student_class_9_b_15@school.com,student,student123
stud_class_9_b_16,student_class_9_b_16@school.com,student,student123
stud_class_9_b_17,student_class_9_b_17@school.com,student,student123
stud_class_9_b_18,student_class_9_b_18@school.com,student,student123
stud_class_9_b_19,student_class_9_b_19@school.com,student,student123
